Project,log ID,Log,Log level,Log URL,Code(double click),Log content relation,Log-code relation
hadoop,4393,"LOG.error(""Error getting logs for "" + logEntity, e)",error,https://github.com/apache/hadoop/blob/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/main/java/org/apache/hadoop/yarn/logaggregation/filecontroller/tfile/TFileAggregatedLogsBlock.java/#L126,"@Override
  protected void render(Block html) {

    BlockParameters params = verifyAndParseParameters(html);
    if (params == null) {
      return;
    }

    RemoteIterator<FileStatus> nodeFiles;
    try {
      nodeFiles = LogAggregationUtils
          .getRemoteNodeFileDir(conf, params.getAppId(),
          params.getAppOwner(), remoteRootLogDir, remoteRootLogDirSuffix);
    } catch (RuntimeException e) {
      throw e;
    } catch (Exception ex) {
      html.h1(""No logs available for container ""
          + params.getContainerId().toString());
      return;
    }

    NodeId nodeId = params.getNodeId();
    String logEntity = params.getLogEntity();
    ApplicationId appId = params.getAppId();
    ContainerId containerId = params.getContainerId();
    long start = params.getStartIndex();
    long end = params.getEndIndex();
    long startTime = params.getStartTime();
    long endTime = params.getEndTime();

    boolean foundLog = false;
    String desiredLogType = $(CONTAINER_LOG_TYPE);
    try {
      while (nodeFiles.hasNext()) {
        AggregatedLogFormat.LogReader reader = null;
        try {
          FileStatus thisNodeFile = nodeFiles.next();
          if (thisNodeFile.getPath().getName().equals(
              params.getAppId() + "".har"")) {
            Path p = new Path(""har:///""
                + thisNodeFile.getPath().toUri().getRawPath());
            nodeFiles = HarFs.get(p.toUri(), conf).listStatusIterator(p);
            continue;
          }
          if (!thisNodeFile.getPath().getName()
              .contains(LogAggregationUtils.getNodeString(nodeId))
              || thisNodeFile.getPath().getName()
                  .endsWith(LogAggregationUtils.TMP_FILE_SUFFIX)) {
            continue;
          }
          long logUploadedTime = thisNodeFile.getModificationTime();
          if (logUploadedTime < startTime || logUploadedTime > endTime) {
            continue;
          }
          reader = new AggregatedLogFormat.LogReader(
              conf, thisNodeFile.getPath());

          String owner = null;
          Map<ApplicationAccessType, String> appAcls = null;
          try {
            owner = reader.getApplicationOwner();
            appAcls = reader.getApplicationAcls();
          } catch (IOException e) {
            
---------------Reference log start----------------
LOG.error(""Error getting logs for "" + logEntity, e)
---------------Reference log end----------------
            continue;
          }
          String remoteUser = request().getRemoteUser();

          if (!checkAcls(conf, appId, owner, appAcls, remoteUser)) {
            html.h1().__(""User ["" + remoteUser
                + ""] is not authorized to view the logs for "" + logEntity
                + "" in log file ["" + thisNodeFile.getPath().getName() + ""]"")
                .__();
            LOG.error(""User ["" + remoteUser
                + ""] is not authorized to view the logs for "" + logEntity);
            continue;
          }

          AggregatedLogFormat.ContainerLogsReader logReader = reader
              .getContainerLogsReader(containerId);
          if (logReader == null) {
            continue;
          }

          foundLog = readContainerLogs(html, logReader, start, end,
              desiredLogType, logUploadedTime, startTime, endTime);
        } catch (IOException ex) {
          LOG.error(""Error getting logs for "" + logEntity, ex);
          continue;
        } finally {
          if (reader != null) {
            reader.close();
          }
        }
      }
      if (!foundLog) {
        if (desiredLogType.isEmpty()) {
          html.h1(""No logs available for container ""
              + containerId.toString());
        } else {
          html.h1(""Unable to locate '"" + desiredLogType
              + ""' log for container "" + containerId.toString());
        }
      }
    } catch (IOException e) {
      html.h1().__(""Error getting logs for "" + logEntity).__();
      LOG.error(""Error getting logs for "" + logEntity, e);
    }
  }",,
hadoop,10627,"LOG.error(""Caught exception from allocate"", e)",error,https://github.com/apache/hadoop/blob/trunk/hadoop-tools/hadoop-sls/src/main/java/org/apache/hadoop/yarn/sls/scheduler/SLSFairScheduler.java/#L116,"@Override
  public Allocation allocate(ApplicationAttemptId attemptId,
      List<ResourceRequest> resourceRequests,
      List<SchedulingRequest> schedulingRequests, List<ContainerId> containerIds,
      List<String> blacklistAdditions, List<String> blacklistRemovals,
      ContainerUpdates updateRequests) {
    if (metricsON) {
      final Timer.Context context = schedulerMetrics.getSchedulerAllocateTimer()
          .time();
      Allocation allocation = null;
      try {
        allocation = super.allocate(attemptId, resourceRequests,
            schedulingRequests, containerIds,
            blacklistAdditions, blacklistRemovals, updateRequests);
        return allocation;
      } catch (Exception e) {
        
---------------Reference log start----------------
LOG.error(""Caught exception from allocate"", e)
---------------Reference log end----------------
        throw e;
      } finally {
        context.stop();
        schedulerMetrics.increaseSchedulerAllocationCounter();
        try {
          updateQueueWithAllocateRequest(allocation, attemptId,
              resourceRequests, containerIds);
        } catch (IOException e) {
          LOG.error(""Caught exception while executing finally block"", e);
        }
      }
    } else {
      return super.allocate(attemptId, resourceRequests, schedulingRequests,
          containerIds,
          blacklistAdditions, blacklistRemovals, updateRequests);
    }
  }",,
hadoop,1526,"LOG.info(""Found: {}"", ipFilePath)",info,https://github.com/apache/hadoop/blob/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/resourceplugin/fpga/IntelFpgaOpenclPlugin.java/#L242,"@Override
  public String retrieveIPfilePath(String id, String dstDir,
      Map<Path, List<String>> localizedResources) {
    // Assume .aocx IP file is distributed by DS to local dir
    String ipFilePath = null;

    LOG.info(""Got environment: "" + id +
        "", search IP file in localized resources"");
    if (null == id || id.isEmpty()) {
      LOG.warn(""IP_ID environment is empty, skip downloading"");
      return null;
    }

    if (localizedResources != null) {
      Optional<Path> aocxPath = localizedResources
          .keySet()
          .stream()
          .filter(path -> matchesIpid(path, id))
          .findFirst();

      if (aocxPath.isPresent()) {
        ipFilePath = aocxPath.get().toString();
        
---------------Reference log start----------------
LOG.info(""Found: {}"", ipFilePath)
---------------Reference log end----------------
      } else {
        LOG.warn(""Requested IP file not found"");
      }
    } else {
      LOG.warn(""Localized resource is null!"");
    }

    return ipFilePath;
  }",,
hadoop,11205,"LOG.info(""  files {}; directories {}"", files, subdirs)",info,https://github.com/apache/hadoop/blob/trunk/hadoop-tools/hadoop-aws/src/main/java/org/apache/hadoop/fs/s3a/s3guard/AuthoritativeAuditOperation.java/#L210,"@VisibleForTesting
  Pair<Integer, Integer> executeAudit(
      final Path path,
      final boolean requireAuth,
      final boolean recursive) throws IOException {
    int dirs = 0;
    int nonauth = 0;
    final Queue<DDBPathMetadata> queue = new ArrayDeque<>();
    final boolean isRoot = path.isRoot();
    final DDBPathMetadata baseData = metastore.get(path);
    if (baseData == null) {
      throw new ExitUtil.ExitException(LauncherExitCodes.EXIT_NOT_FOUND,
          ""No S3Guard entry for path "" + path);
    }

    if (isRoot || isDirectory(baseData)) {
      // we have the root entry or an authoritative a directory
      queue.add(baseData);
    } else {
      LOG.info(""Path represents file"");
      return Pair.of(0, 0);
    }

    while (!queue.isEmpty()) {
      dirs++;
      final DDBPathMetadata dir = queue.poll();
      final Path p = dir.getFileStatus().getPath();
      LOG.debug(""Directory {}"", dir.prettyPrint());
      // log a message about the dir state, with root treated specially
      if (!p.isRoot()) {
        if (!dir.isAuthoritativeDir()) {
          LOG.warn(""Directory {} is not authoritative"", p);
          nonauth++;
          verifyAuthDir(dir, requireAuth);
        } else {
          LOG.info(""Directory {}"", p);
        }
      } else {
        // this is done to avoid the confusing message about root not being
        // authoritative
        LOG.info(""Root directory {}"", p);
      }

      // list its children
      if (recursive) {
        final DirListingMetadata entry = metastore.listChildren(p);

        if (entry != null) {
          final Collection<PathMetadata> listing = entry.getListing();
          int files = 0, subdirs = 0;
          for (PathMetadata e : listing) {
            if (isDirectory(e)) {
              // queue for auditing
              queue.add((DDBPathMetadata) e);
              subdirs++;
            } else {
              files++;
            }
          }
          if (verbose && files > 0 || subdirs > 0) {
            
---------------Reference log start----------------
LOG.info(""  files {}; directories {}"", files, subdirs)
---------------Reference log end----------------
          }
        } else {
          LOG.info(""Directory {} has been deleted"", dir);
        }
      }
    }
    // end of scan
    if (dirs == 1 && isRoot) {
      LOG.info(""The store has no directories to scan"");
    } else {
      LOG.info(""Scanned {} directories - {} were not marked as authoritative"",
          dirs, nonauth);
    }
    return Pair.of(dirs, nonauth);
  }",,
hadoop,9515,"LOG.error(""read position[{}] destLen[{}] offset[{}] len[{}] failed, "" + ""retry time[{}], due to exception[{}]"", position, length, offset, bytesRead, READ_RETRY_TIME, exception)",error,https://github.com/apache/hadoop/blob/trunk/hadoop-cloud-storage-project/hadoop-huaweicloud/src/main/java/org/apache/hadoop/fs/obs/OBSInputStream.java/#L1018,"private int randomReadWithNewInputStream(final long position,
      final byte[] buffer, final int offset, final int length)
      throws IOException {
    long startTime = System.currentTimeMillis();
    long threadId = Thread.currentThread().getId();
    int bytesRead = 0;
    InputStream inputStream = null;
    IOException exception = null;
    GetObjectRequest request = new GetObjectRequest(bucket, key);
    request.setRangeStart(position);
    request.setRangeEnd(position + length);
    if (fs.getSse().isSseCEnable()) {
      request.setSseCHeader(fs.getSse().getSseCHeader());
    }

    for (int retryTime = 1; retryTime <= READ_RETRY_TIME; retryTime++) {
      try {
        inputStream = client.getObject(request).getObjectContent();
        if (inputStream == null) {
          break;
        }
        bytesRead = tryToReadFromInputStream(inputStream, buffer,
            offset, length);
        if (bytesRead == -1) {
          return -1;
        }

        exception = null;
        break;
      } catch (ObsException | IOException e) {
        if (e instanceof ObsException) {
          exception = translateException(
              ""Read at position "" + position, uri, (ObsException) e);
        } else {
          exception = (IOException) e;
        }
        LOG.warn(
            ""read position[{}] destLen[{}] offset[{}] readLen[{}] ""
                + ""of [{}] failed, retry time[{}], due to ""
                + ""exception[{}] e[{}]"",
            position, length, offset, bytesRead, uri, retryTime,
            exception, e);
        if (retryTime < READ_RETRY_TIME) {
          try {
            Thread.sleep(DELAY_TIME);
          } catch (InterruptedException ie) {
            LOG.error(
                ""read position[{}] destLen[{}] offset[{}] ""
                    + ""readLen[{}] of [{}] failed, retry time[{}], ""
                    + ""due to exception[{}] e[{}]"",
                position, length, offset, bytesRead, uri, retryTime,
                exception, e);
            throw exception;
          }
        }
      } finally {
        if (inputStream != null) {
          inputStream.close();
        }
      }
    }

    if (inputStream == null || exception != null) {
      
---------------Reference log start----------------
LOG.error(""read position[{}] destLen[{}] offset[{}] len[{}] failed, "" + ""retry time[{}], due to exception[{}]"", position, length, offset, bytesRead, READ_RETRY_TIME, exception)
---------------Reference log end----------------
      throw new IOException(""read failed of "" + uri + "", inputStream is ""
          + (inputStream == null ? ""null"" : ""not null""), exception);

    }

    long endTime = System.currentTimeMillis();
    LOG.debug(
        ""Read-4args uri:{}, contentLength:{}, destLen:{}, readLen:{}, ""
            + ""position:{}, thread:{}, timeUsedMilliSec:{}"",
        uri, contentLength, length, bytesRead, position, threadId,
        endTime - startTime);
    return bytesRead;
  }",,
hadoop,13012,"LOG.info(""Recursively deleting "" + znodeWorkingDir + "" from ZK..."")",info,https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ha/ActiveStandbyElector.java/#L381,"public synchronized void clearParentZNode()
      throws IOException, InterruptedException {
    Preconditions.checkState(!wantToBeInElection,
        ""clearParentZNode() may not be called while in the election"");

    try {
      
---------------Reference log start----------------
LOG.info(""Recursively deleting "" + znodeWorkingDir + "" from ZK..."")
---------------Reference log end----------------

      zkDoWithRetries(new ZKAction<Void>() {
        @Override
        public Void run() throws KeeperException, InterruptedException {
          ZKUtil.deleteRecursive(zkClient, znodeWorkingDir);
          return null;
        }
      });
    } catch (KeeperException e) {
      throw new IOException(""Couldn't clear parent znode "" + znodeWorkingDir,
          e);
    }
    LOG.info(""Successfully deleted "" + znodeWorkingDir + "" from ZK."");
  }",,
hadoop,6705,"LOG.debug(""Processed cache report from {}, blocks: {}, "" + ""processing time: {} msecs"", datanodeID, blockIds.size(), (endTime - startTime))",debug,https://github.com/apache/hadoop/blob/trunk/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/CacheManager.java/#L1006,"public final void processCacheReport(final DatanodeID datanodeID,
      final List<Long> blockIds) throws IOException {
    if (!enabled) {
      LOG.debug(""Ignoring cache report from {} because {} = false. "" +
              ""number of blocks: {}"", datanodeID,
              DFS_NAMENODE_CACHING_ENABLED_KEY, blockIds.size());
      return;
    }
    namesystem.writeLock();
    final long startTime = Time.monotonicNow();
    final long endTime;
    try {
      final DatanodeDescriptor datanode = 
          blockManager.getDatanodeManager().getDatanode(datanodeID);
      if (datanode == null || !datanode.isRegistered()) {
        throw new IOException(
            ""processCacheReport from dead or unregistered datanode: "" +
            datanode);
      }
      processCacheReportImpl(datanode, blockIds);
    } finally {
      endTime = Time.monotonicNow();
      namesystem.writeUnlock(""processCacheReport"");
    }

    // Log the block report processing stats from Namenode perspective
    final NameNodeMetrics metrics = NameNode.getNameNodeMetrics();
    if (metrics != null) {
      metrics.addCacheBlockReport((int) (endTime - startTime));
    }
    
---------------Reference log start----------------
LOG.debug(""Processed cache report from {}, blocks: {}, "" + ""processing time: {} msecs"", datanodeID, blockIds.size(), (endTime - startTime))
---------------Reference log end----------------
  }
  }",,
hadoop,9982,"LOG.debug(""Loading identity map from file {}"", fileLocation)",debug,https://github.com/apache/hadoop/blob/trunk/hadoop-tools/hadoop-azure/src/main/java/org/apache/hadoop/fs/azurebfs/utils/TextFileBasedIdentityHandler.java/#L172,"private static void loadMap(HashMap<String, String> cache, String fileLocation, int noOfFields, int keyIndex)
      throws IOException {
    
---------------Reference log start----------------
LOG.debug(""Loading identity map from file {}"", fileLocation)
---------------Reference log end----------------
    int errorRecord = 0;
    File file = new File(fileLocation);
    LineIterator it = null;
    try {
      it = FileUtils.lineIterator(file, ""UTF-8"");
      while (it.hasNext()) {
        String line = it.nextLine();
        if (!Strings.isNullOrEmpty(line.trim()) && !line.startsWith(HASH)) {
          if (line.split(COLON).length != noOfFields) {
            errorRecord += 1;
            continue;
          }
          cache.put(line.split(COLON)[keyIndex], line);
        }
      }
      LOG.debug(""Loaded map stats - File: {}, Loaded: {}, Error: {} "", fileLocation, cache.size(), errorRecord);
    } catch (ArrayIndexOutOfBoundsException e) {
      LOG.error(""Error while parsing mapping file"", e);
    } finally {
      LineIterator.closeQuietly(it);
    }
  }",,
hadoop,13093,"LOG.warn(""Unable to fence - it is running but we cannot kill it"")",warn,https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ha/SshFenceByTcpPort.java/#L153,"private boolean doFence(Session session, InetSocketAddress serviceAddr)
      throws JSchException {
    int port = serviceAddr.getPort();
    try {
      LOG.info(""Looking for process running on port "" + port);
      int rc = execCommand(session,
          ""PATH=$PATH:/sbin:/usr/sbin fuser -v -k -n tcp "" + port);
      if (rc == 0) {
        LOG.info(""Successfully killed process that was "" +
            ""listening on port "" + port);
        // exit code 0 indicates the process was successfully killed.
        return true;
      } else if (rc == 1) {
        // exit code 1 indicates either that the process was not running
        // or that fuser didn't have root privileges in order to find it
        // (eg running as a different user)
        LOG.info(
            ""Indeterminate response from trying to kill service. "" +
            ""Verifying whether it is running using nc..."");
        rc = execCommand(session, ""nc -z "" + serviceAddr.getHostName() +
            "" "" + serviceAddr.getPort());
        if (rc == 0) {
          // the service is still listening - we are unable to fence
          
---------------Reference log start----------------
LOG.warn(""Unable to fence - it is running but we cannot kill it"")
---------------Reference log end----------------
          return false;
        } else {
          LOG.info(""Verified that the service is down."");
          return true;          
        }
      } else {
        // other 
      }
      LOG.info(""rc: "" + rc);
      return rc == 0;
    } catch (InterruptedException e) {
      LOG.warn(""Interrupted while trying to fence via ssh"", e);
      return false;
    } catch (IOException e) {
      LOG.warn(""Unknown failure while trying to fence via ssh"", e);
      return false;
    }
  }",,
hadoop,8847,"LOG.info(""Node {} is sufficiently replicated and healthy, "" + ""marked as {}."", dn, dn.getAdminState())",info,https://github.com/apache/hadoop/blob/trunk/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/blockmanagement/DatanodeAdminBackoffMonitor.java/#L378,"private void processCompletedNodes(List<DatanodeDescriptor> toRemove) {
    if (toRemove.size() == 0) {
      // If there are no nodes to process simply return and avoid
      // taking the write lock at all.
      return;
    }
    namesystem.writeLock();
    try {
      for (DatanodeDescriptor dn : toRemove) {
        final boolean isHealthy =
            blockManager.isNodeHealthyForDecommissionOrMaintenance(dn);
        if (isHealthy) {
          if (dn.isDecommissionInProgress()) {
            dnAdmin.setDecommissioned(dn);
            outOfServiceNodeBlocks.remove(dn);
            pendingRep.remove(dn);
          } else if (dn.isEnteringMaintenance()) {
            // IN_MAINTENANCE node remains in the outOfServiceNodeBlocks to
            // to track maintenance expiration.
            dnAdmin.setInMaintenance(dn);
            pendingRep.remove(dn);
          } else if (dn.isInService()) {
            // Decom / maint was cancelled and the node is yet to be processed
            // from cancelledNodes
            LOG.info(""Node {} completed decommission and maintenance "" +
                ""but has been moved back to in service"", dn);
            pendingRep.remove(dn);
            outOfServiceNodeBlocks.remove(dn);
            continue;
          } else {
            // Should not happen
            LOG.error(""Node {} is in an unexpected state {} and has been ""+
                    ""removed from tracking for decommission or maintenance"",
                dn, dn.getAdminState());
            pendingRep.remove(dn);
            outOfServiceNodeBlocks.remove(dn);
            continue;
          }
          
---------------Reference log start----------------
LOG.info(""Node {} is sufficiently replicated and healthy, "" + ""marked as {}."", dn, dn.getAdminState())
---------------Reference log end----------------
        } else {
          LOG.info(""Node {} isn't healthy.""
                  + "" It needs to replicate {} more blocks.""
                  + "" {} is still in progress."", dn,
              getPendingCountForNode(dn), dn.getAdminState());
        }
      }
    } finally {
      namesystem.writeUnlock();
    }
  }",,
hadoop,6814,"LOG.debug(""File {} skipped re-encryption because edek's key version"" + "" name is not changed."", inode.getFullPathName())",debug,https://github.com/apache/hadoop/blob/trunk/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/ReencryptionHandler.java/#L661,"@Override
    public boolean processFileInode(INode inode, TraverseInfo traverseInfo)
        throws IOException, InterruptedException {
      assert dir.hasReadLock();
      if (LOG.isTraceEnabled()) {
        LOG.trace(""Processing {} for re-encryption"", inode.getFullPathName());
      }
      if (!inode.isFile()) {
        return false;
      }
      FileEncryptionInfo feInfo = FSDirEncryptionZoneOp.getFileEncryptionInfo(
          dir, INodesInPath.fromINode(inode));
      if (feInfo == null) {
        LOG.warn(""File {} skipped re-encryption because it is not encrypted! ""
            + ""This is very likely a bug."", inode.getId());
        return false;
      }
      if (traverseInfo instanceof ZoneTraverseInfo
          && ((ZoneTraverseInfo) traverseInfo).getEzKeyVerName().equals(
              feInfo.getEzKeyVersionName())) {
        if (LOG.isDebugEnabled()) {
          
---------------Reference log start----------------
LOG.debug(""File {} skipped re-encryption because edek's key version"" + "" name is not changed."", inode.getFullPathName())
---------------Reference log end----------------
        }
        return false;
      }
      currentBatch.add(inode.asFile());
      return true;
    }",,
hadoop,12368,"LOG.warn(""Large response size "" + response.length + "" for call "" + call.toString())",warn,https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ipc/Server.java/#L3358,"private void setupResponse(RpcCall call,
      RpcResponseHeaderProto header, Writable rv) throws IOException {
    final byte[] response;
    if (rv == null || (rv instanceof RpcWritable.ProtobufWrapper)) {
      response = setupResponseForProtobuf(header, rv);
    } else {
      response = setupResponseForWritable(header, rv);
    }
    if (response.length > maxRespSize) {
      
---------------Reference log start----------------
LOG.warn(""Large response size "" + response.length + "" for call "" + call.toString())
---------------Reference log end----------------
    }
    call.setResponse(ByteBuffer.wrap(response));
  }",,
hadoop,1445,"LOG.info(""Found script: {}"", dir)",info,https://github.com/apache/hadoop/blob/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-nodemanager/src/main/java/org/apache/hadoop/yarn/server/nodemanager/containermanager/resourceplugin/com/nec/NECVEPlugin.java/#L300,"private String getScriptFromSearchDirs(String binaryName,
      String[] scriptPaths) {
    String scriptPath = null;

    for (String dir : scriptPaths) {
      File f = new File(dir, binaryName);
      if (f.exists()) {
        
---------------Reference log start----------------
LOG.info(""Found script: {}"", dir)
---------------Reference log end----------------
        scriptPath = f.getAbsolutePath();
        break;
      }
    }

    return scriptPath;
  }",,
hadoop,12407,"LOG.warn(""Metrics system not started: "" + e.getMessage())",warn,https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/impl/MetricsSystemImpl.java/#L167,"@Override
  public synchronized MetricsSystem init(String prefix) {
    if (monitoring && !DefaultMetricsSystem.inMiniClusterMode()) {
      LOG.warn(this.prefix +"" metrics system already initialized!"");
      return this;
    }
    this.prefix = checkNotNull(prefix, ""prefix"");
    ++refCount;
    if (monitoring) {
      // in mini cluster mode
      LOG.info(this.prefix +"" metrics system started (again)"");
      return this;
    }
    switch (initMode()) {
      case NORMAL:
        try { start(); }
        catch (MetricsConfigException e) {
          // Configuration errors (e.g., typos) should not be fatal.
          // We can always start the metrics system later via JMX.
          
---------------Reference log start----------------
LOG.warn(""Metrics system not started: "" + e.getMessage())
---------------Reference log end----------------
          LOG.debug(""Stacktrace: "", e);
        }
        break;
      case STANDBY:
        LOG.info(prefix +"" metrics system started in standby mode"");
    }
    initSystemMBean();
    return this;
  }",,
hadoop,13121,"LOG.info(""ZK Election indicated that "" + localTarget + "" should become standby"")",info,https://github.com/apache/hadoop/blob/trunk/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/ha/ZKFailoverController.java/#L509,"private synchronized void becomeStandby() {
    
---------------Reference log start----------------
LOG.info(""ZK Election indicated that "" + localTarget + "" should become standby"")
---------------Reference log end----------------
    try {
      int timeout = FailoverController.getGracefulFenceTimeout(conf);
      localTarget.getProxy(conf, timeout).transitionToStandby(createReqInfo());
      LOG.info(""Successfully transitioned "" + localTarget +
          "" to standby state"");
    } catch (Exception e) {
      LOG.error(""Couldn't transition "" + localTarget + "" to standby state"",
          e);
      // TODO handle this. It's a likely case since we probably got fenced
      // at the same time.
    }
    serviceState = HAServiceState.STANDBY;
  }",,
hadoop,5675,"LOG.error(""Invalid RMDIR request"")",error,https://github.com/apache/hadoop/blob/trunk/hadoop-hdfs-project/hadoop-hdfs-nfs/src/main/java/org/apache/hadoop/hdfs/nfs/nfs3/RpcProgramNfs3.java/#L1256,"@VisibleForTesting
  RMDIR3Response rmdir(XDR xdr, SecurityHandler securityHandler,
      SocketAddress remoteAddress) {
    RMDIR3Response response = new RMDIR3Response(Nfs3Status.NFS3_OK);

    RMDIR3Request request;
    try {
      request = RMDIR3Request.deserialize(xdr);
    } catch (IOException e) {
      
---------------Reference log start----------------
LOG.error(""Invalid RMDIR request"")
---------------Reference log end----------------
      return new RMDIR3Response(Nfs3Status.NFS3ERR_INVAL);
    }
    FileHandle dirHandle = request.getHandle();
    String fileName = request.getName();
    int namenodeId = dirHandle.getNamenodeId();
    if (LOG.isDebugEnabled()) {
      LOG.debug(""NFS RMDIR dir fileHandle: {} fileName: {} client: {}"",
          dirHandle.dumpFileHandle(), fileName, remoteAddress);
    }
    DFSClient dfsClient =
        clientCache.getDfsClient(securityHandler.getUser(), namenodeId);
    if (dfsClient == null) {
      response.setStatus(Nfs3Status.NFS3ERR_SERVERFAULT);
      return response;
    }

    String dirFileIdPath = Nfs3Utils.getFileIdPath(dirHandle);
    Nfs3FileAttributes preOpDirAttr = null;
    Nfs3FileAttributes postOpDirAttr = null;
    try {
      preOpDirAttr = Nfs3Utils.getFileAttr(dfsClient, dirFileIdPath, iug);
      if (preOpDirAttr == null) {
        LOG.info(""Can't get path for dir fileId: {}"", dirHandle.getFileId());
        return new RMDIR3Response(Nfs3Status.NFS3ERR_STALE);
      }

      WccData errWcc = new WccData(Nfs3Utils.getWccAttr(preOpDirAttr),
          preOpDirAttr);
      if (!checkAccessPrivilege(remoteAddress, AccessPrivilege.READ_WRITE)) {
        return new RMDIR3Response(Nfs3Status.NFS3ERR_ACCES, errWcc); 
      }

      String fileIdPath = dirFileIdPath + ""/"" + fileName;
      HdfsFileStatus fstat = Nfs3Utils.getFileStatus(dfsClient, fileIdPath);
      if (fstat == null) {
        return new RMDIR3Response(Nfs3Status.NFS3ERR_NOENT, errWcc);
      }
      if (!fstat.isDirectory()) {
        return new RMDIR3Response(Nfs3Status.NFS3ERR_NOTDIR, errWcc);
      }

      if (fstat.getChildrenNum() > 0) {
        return new RMDIR3Response(Nfs3Status.NFS3ERR_NOTEMPTY, errWcc);
      }

      boolean result = dfsClient.delete(fileIdPath, false);
      WccData dirWcc = Nfs3Utils.createWccData(
          Nfs3Utils.getWccAttr(preOpDirAttr), dfsClient, dirFileIdPath, iug);
      if (!result) {
        return new RMDIR3Response(Nfs3Status.NFS3ERR_ACCES, dirWcc);
      }

      return new RMDIR3Response(Nfs3Status.NFS3_OK, dirWcc);
    } catch (IOException e) {
      LOG.warn(""Exception"", e);
      // Try to return correct WccData
      if (postOpDirAttr == null) {
        try {
          postOpDirAttr = Nfs3Utils.getFileAttr(dfsClient, dirFileIdPath, iug);
        } catch (IOException e1) {
          LOG.info(""Can't get postOpDirAttr for {}"", dirFileIdPath, e1);
        }
      }

      WccData dirWcc = new WccData(Nfs3Utils.getWccAttr(preOpDirAttr),
          postOpDirAttr);
      int status = mapErrorStatus(e);
      return new RMDIR3Response(status, dirWcc);
    }
  }",,
